id,year,size,distance
9.0,1880.0,14946.172720718607,1424.52316486309
10.0,1880.0,3115.7873585936186,1502.9639406538558
11.0,1880.0,1327.5742604861757,1504.9441151795631
12.0,1880.0,455.9005923337939,1490.6009125627386
13.0,1880.0,272.13826758091415,1490.486489191891
26.0,1889.0,3920.423434903056,1796.5734464593022
36.0,1890.0,2112.8293765356443,1486.3911869356734
37.0,1890.0,1992.7000273077401,1525.2625135170706
38.0,1890.0,1201.1588028706008,1495.9678350970553
39.0,1890.0,631.8317179190585,1525.471643852839
40.0,1890.0,976.7699696767769,1495.4031905257275
41.0,1890.0,490.4925167987548,1523.9795065321816
43.0,1890.0,143.67607021196497,1525.0516633275695
47.0,1892.0,2640.581136446486,1462.7182911974726
49.0,1893.0,11147.890643919298,1479.1261731629859
50.0,1893.0,1675.5564649609664,1484.5844577736211
61.0,1899.0,19171.332247395323,1499.2595814058247
69.0,1903.0,2258.234651991885,1463.4469847322334
97.0,1908.0,2161.863164408937,1482.2622478992987
111.0,1908.0,45.05150510125822,1464.843488109455
115.0,1908.0,4.841830484559192,1441.514463060389
116.0,1908.0,4.841510041750241,1450.6048141865706
118.0,1908.0,0.13111343833123035,1439.7986021903105
119.0,1908.0,0.131099204995765,1455.3504980639734
127.0,1909.0,974.3386132977411,1467.555663632519
128.0,1909.0,924.4838936773729,1656.4431160698507
136.0,1909.0,404.6061970539906,1470.0448833232679
144.0,1909.0,180.12568836357462,1468.3860470028667
147.0,1909.0,125.19109549006615,1482.3247757542508
148.0,1909.0,123.57791766921191,1472.4049511613666
152.0,1909.0,30.23760026253243,1497.8730544597465
158.0,1909.0,4.841086641180941,1463.4957315658407
159.0,1909.0,4.840944172552419,1466.2318387786372
160.0,1909.0,4.840835301817719,1468.6965453972498
161.0,1909.0,4.840740646317255,1470.618983546684
162.0,1909.0,4.8406101884738915,1473.9282395272078
163.0,1909.0,4.839563410092761,1492.665115370336
164.0,1909.0,4.839273295186484,1496.6364106191843
165.0,1909.0,4.8391665926662615,1499.0560829843528
192.0,1910.0,15268.506310771016,1790.6285447181415
238.0,1910.0,2473.162394617395,1664.2322261429042
250.0,1910.0,1867.998302012536,1471.0161633128148
331.0,1910.0,250.90986483635965,1651.196393340368
352.0,1910.0,103.27078788666822,1774.9124773997305
353.0,1910.0,99.99573563576553,1426.2526708753876
354.0,1910.0,99.98739616700334,1440.8632240367242
369.0,1910.0,45.05757369619062,1453.6344762795363
382.0,1910.0,16.253323418933324,1782.1865807695667
384.0,1910.0,4.842454933353839,1417.9582159707033
385.0,1910.0,4.842338384475111,1424.5512879356686
386.0,1910.0,4.842211734695657,1430.5802787145597
387.0,1910.0,4.842125981121268,1432.1454318196388
388.0,1910.0,4.842020201643408,1438.0389539781256
389.0,1910.0,4.841937808265697,1443.2247975134123
390.0,1910.0,4.8413395818249985,1460.3003354441219
391.0,1910.0,4.840933299804401,1466.2384111383913
392.0,1910.0,4.840932313217448,1467.0417612337233
393.0,1910.0,4.840907708162957,1470.1198493488453
394.0,1910.0,4.840903831018303,1466.9110300460823
395.0,1910.0,4.840894634103567,1467.079270646247
396.0,1910.0,4.840307198052704,1480.15898335289
397.0,1910.0,4.840213055836595,1481.740568276556
398.0,1910.0,4.840155549059241,1481.3252581205181
399.0,1910.0,4.840104451904288,1482.9143594737998
400.0,1910.0,4.839967552962605,1485.3816105572819
401.0,1910.0,4.8399051915710904,1486.9390534647769
402.0,1910.0,4.8398401538092655,1487.6617143101003
403.0,1910.0,4.839470810503344,1493.7828796512777
404.0,1910.0,4.839291241771488,1496.2348717177924
405.0,1910.0,4.838722717237588,1505.1813834014065
406.0,1910.0,0.1310503558073658,1493.7088775228237
449.0,1911.0,609.0135328311604,1476.6026906982456
487.0,1911.0,228.2285030855866,1460.283814749667
489.0,1911.0,217.60345380801158,1461.5795749077208
530.0,1911.0,170.5827363644042,1465.054023833617
580.0,1911.0,4.839162084931026,1499.5253333522576
586.0,1912.0,4995.056230150634,1494.4385482183743
640.0,1912.0,45.06551678580575,1417.6528650256741
641.0,1912.0,45.06458411297959,1421.109960821596
642.0,1912.0,45.04632522172229,1477.2850525958168
652.0,1912.0,4.842467374534211,1414.9064773552116
653.0,1912.0,4.842463010012105,1416.2267320386643
654.0,1912.0,4.842395099055961,1419.6575683984915
655.0,1912.0,4.842377981615558,1420.011147648593
656.0,1912.0,4.842360827420254,1422.5065385276505
657.0,1912.0,4.842360182626594,1421.1451356006282
658.0,1912.0,4.842358904602318,1421.1979868682213
659.0,1912.0,4.842102292707242,1434.2505543250063
660.0,1912.0,4.8411702684861755,1461.4541852681327
661.0,1912.0,4.841150047100389,1461.8807503352846
662.0,1912.0,4.841134406769312,1462.1864647388556
663.0,1912.0,4.841022171805183,1464.8310077421038
664.0,1912.0,4.840835555091738,1468.490386401094
665.0,1912.0,4.840585206622118,1473.2453217287275
666.0,1912.0,4.840229651148126,1480.0834862885495
668.0,1912.0,0.13112411608866129,1425.4260153891837
669.0,1912.0,0.13112294809909464,1427.501982458583
670.0,1912.0,0.13112241908069602,1427.4910183467382
671.0,1912.0,0.13112182818642218,1429.282480299832
672.0,1912.0,0.13112171679974144,1429.3890501071223
734.0,1913.0,102.4662636834336,1634.7444917422063
742.0,1913.0,62.77101845864113,1687.4955589693886
748.0,1913.0,45.06351984694946,1430.544345310281
749.0,1913.0,45.04650347490813,1477.098371912492
750.0,1913.0,45.045320885099294,1480.1780547799654
751.0,1913.0,45.04457025792792,1480.3286757978099
752.0,1913.0,45.04419027739785,1481.1099876873936
753.0,1913.0,45.04386675783421,1484.566601745768
754.0,1913.0,45.04127265144841,1487.46596800237
755.0,1913.0,45.03905479057685,1491.506571635141
756.0,1913.0,45.03578933567421,1500.5264692725436
765.0,1913.0,4.842465278161551,1417.1970340085006
766.0,1913.0,4.842449989937422,1415.7015243882545
767.0,1913.0,4.842380956721053,1419.8295011554508
768.0,1913.0,4.841974727559657,1439.583208418757
769.0,1913.0,4.8410328518809305,1464.8215132289645
770.0,1913.0,4.8409986818567905,1465.6316305518503
771.0,1913.0,4.84064116799594,1472.0829609334573
772.0,1913.0,4.840388700269978,1477.2524311428244
773.0,1913.0,4.8403648509131,1476.9146443994157
774.0,1913.0,4.84011637804885,1482.1383775301151
775.0,1913.0,4.840075679068196,1483.1844494842817
776.0,1913.0,4.839669438779733,1493.2159543294028
777.0,1913.0,4.8395162332831765,1495.537803481356
778.0,1913.0,4.839342622161271,1497.1369553140644
779.0,1913.0,4.839265685990855,1497.5201073449578
780.0,1913.0,4.838984814814441,1501.8535815153473
782.0,1913.0,0.1311251973066234,1423.379698374188
783.0,1913.0,0.13112141588833018,1431.5014003822307
784.0,1913.0,0.13111283129058787,1442.0587356330702
785.0,1913.0,0.13109068260105772,1464.5788754513078
786.0,1913.0,0.13106475612656898,1484.160289949071
787.0,1913.0,0.1310373029091234,1501.9995243573705
904.0,1914.0,347.113313131473,1681.1398614279099
980.0,1914.0,87.2497502635303,1640.8809673023484
1003.0,1914.0,45.04739377692798,1474.9703097497372
1006.0,1914.0,39.83012683150484,1473.9502174881204
1028.0,1914.0,4.8410574145737355,1463.6802476054017
1029.0,1914.0,4.840886173358774,1467.3981941233017
1030.0,1914.0,4.840712556527251,1470.8614621258175
1031.0,1914.0,4.840681722714535,1471.0117359478834
1032.0,1914.0,4.84043165607285,1476.0971083391023
1033.0,1914.0,4.8402413995130305,1479.690444941045
1034.0,1914.0,4.840004913941984,1484.2447623610135
1040.0,1914.0,0.13112550134515086,1421.612791359626
1041.0,1914.0,0.13112468676001465,1424.4177807610135
1042.0,1914.0,0.13112332849872702,1426.0632467085438
1043.0,1914.0,0.13112294490426385,1426.3758573615548
1044.0,1914.0,0.13112096235445217,1430.3244667116683
1045.0,1914.0,0.13111402965084418,1439.681652752886
1046.0,1914.0,0.13108918618405108,1465.8552872103146
1047.0,1914.0,0.13108913992997331,1465.5882717325594
1048.0,1914.0,0.26216604173341473,1469.1488313184454
1049.0,1914.0,0.13108074599639208,1471.3707247989291
1050.0,1914.0,0.13107750616806144,1473.6149957454677
1051.0,1914.0,0.1310631552368259,1484.714719289166
1052.0,1914.0,0.13106170566708478,1485.6910950289382
1053.0,1914.0,0.1310539996838945,1491.4927134105724
1054.0,1914.0,0.13105343775380388,1491.2494270016366
1055.0,1914.0,0.13103725106782738,1502.7775489913333
1152.0,1915.0,99.9518193312027,1481.9089877859594
1179.0,1915.0,45.06186965482303,1436.8667116636377
1217.0,1915.0,4.84240223313272,1420.8163498162805
1218.0,1915.0,4.842215528846237,1428.3962140772114
1219.0,1915.0,4.84221383347075,1428.6631340176714
1220.0,1915.0,4.84210110058345,1434.601207352141
1221.0,1915.0,4.84205015696089,1435.482306749941
1222.0,1915.0,4.840582567838708,1473.2410855828732
1223.0,1915.0,4.840482201789646,1474.8268980017835
1224.0,1915.0,4.839435209032608,1495.4974787548163
1227.0,1915.0,0.13111692530204488,1436.5278091420785
1228.0,1915.0,0.13111532389774339,1438.1406772627868
1229.0,1915.0,0.13111466750314063,1439.2040582205966
1230.0,1915.0,0.13111413685626455,1440.27204841565
1231.0,1915.0,0.13111392739662353,1440.070197957519
1232.0,1915.0,0.13108359171579395,1468.9470871428925
1233.0,1915.0,0.13107532549991002,1475.282350389277
1234.0,1915.0,0.13104707020428266,1495.9442549714122
1235.0,1915.0,0.1310439853535322,1497.6880675730818
1240.0,1916.0,5366.826578029813,1662.2723769233132
1247.0,1916.0,4164.975830101719,1432.5791980573852
1252.0,1916.0,2489.426264220459,1473.6114146403931
1256.0,1916.0,1747.6982041229503,1414.759844754073
1263.0,1916.0,1091.8948868276007,1190.0044893842385
1267.0,1916.0,703.3757834995724,1430.0705257843347
1281.0,1916.0,378.44645153152214,1465.2979113409574
1293.0,1916.0,210.93903426454926,1693.1979395883984
1294.0,1916.0,210.21925384992753,1664.932917655034
1298.0,1916.0,199.06633742104225,1492.9927518462043
1316.0,1916.0,134.39827104336445,1488.9809893905935
1329.0,1916.0,99.94462703147809,1488.6999349866
1343.0,1916.0,52.91537182044597,1430.6274984648146
1347.0,1916.0,45.06598919476154,1413.414694557676
1348.0,1916.0,45.065496836758605,1417.6991987460597
1349.0,1916.0,45.061544391128365,1437.7266023424982
1350.0,1916.0,45.04704761990923,1475.7955546213059
1351.0,1916.0,84.88938693152976,1477.5585898455115
1352.0,1916.0,45.04199507686475,1486.8213331264749
1353.0,1916.0,45.04187266730072,1486.3850308072872
1354.0,1916.0,45.03977437438777,1492.9475426812178
1355.0,1916.0,45.034486484379364,1498.7062004084269
1356.0,1916.0,45.03420194584006,1500.913094987106
1358.0,1916.0,39.838876974576216,1488.2276511602888
1359.0,1916.0,39.82132486908434,1487.9064467388541
1360.0,1916.0,39.81301228283817,1494.3709319042196
1395.0,1916.0,4.842472748168283,1415.216758307305
1396.0,1916.0,4.842427577448129,1418.5230577000561
1397.0,1916.0,4.8424237505330145,1417.165618753642
1398.0,1916.0,4.842249529100245,1429.611968984266
1399.0,1916.0,4.842184419363875,1429.6036317161283
1400.0,1916.0,4.841967276866291,1438.0440238769888
1401.0,1916.0,4.840841939909039,1468.474314172228
1402.0,1916.0,4.840570358787879,1473.3717155904953
1403.0,1916.0,4.840561298536614,1473.7128037623572
1404.0,1916.0,4.840430437725376,1475.9625192753995
1405.0,1916.0,4.840242492436648,1479.0483651498573
1406.0,1916.0,4.8400302428368445,1484.0590770897027
1407.0,1916.0,4.839995409113933,1485.498503322201
1408.0,1916.0,4.839534366134161,1494.0582346752644
1409.0,1916.0,4.839528165088339,1493.9802478602303
1413.0,1916.0,0.1310895053625213,1465.0065734228438
1414.0,1916.0,0.13108706836219267,1466.862454615694
1415.0,1916.0,0.1310476834427151,1493.6983480144195
1416.0,1916.0,0.1310385211692779,1499.8867057368298
1528.0,1917.0,499.1447863980326,1491.284018797702
1608.0,1917.0,173.52764961899567,1666.8402797059512
1625.0,1917.0,126.50668040223331,1485.682111724992
