year,aqi
2009.0,
2009.0,
2009.0,
2009.0,44.0
2009.0,
2009.0,37.0
2009.0,
2009.0,24.0
2009.0,
2009.0,46.0
2009.0,
2009.0,58.0
2009.0,
2009.0,58.0
2009.0,
2009.0,32.0
2009.0,
2009.0,42.0
2009.0,
2009.0,61.0
2009.0,
2009.0,48.0
2009.0,
2009.0,51.0
2009.0,
2009.0,59.0
2009.0,
2009.0,58.0
2009.0,
2009.0,51.0
2009.0,
2009.0,49.0
2009.0,
2009.0,48.0
2009.0,
2009.0,53.0
2009.0,
2009.0,43.0
2009.0,
2009.0,53.0
2009.0,
2009.0,58.0
2009.0,
2009.0,48.0
2009.0,
2009.0,57.0
2009.0,
2009.0,54.0
2009.0,
2009.0,52.0
2009.0,
2009.0,55.0
2009.0,
2009.0,56.0
2009.0,
2009.0,48.0
2009.0,
2009.0,51.0
2009.0,
2009.0,57.0
2009.0,
2009.0,56.0
2009.0,
2009.0,48.0
2009.0,
2009.0,32.0
2009.0,
2009.0,43.0
2009.0,
2009.0,52.0
2009.0,
2009.0,24.0
2009.0,
2009.0,19.0
2009.0,
2009.0,37.0
2009.0,
2009.0,38.0
2009.0,
2009.0,34.0
2009.0,
2009.0,60.0
2009.0,
2009.0,41.0
2009.0,
2009.0,60.0
2009.0,
2009.0,61.0
2009.0,
2009.0,65.0
2009.0,
2009.0,60.0
2009.0,
2009.0,53.0
2009.0,
2009.0,43.0
2009.0,
2009.0,46.0
2009.0,
2009.0,47.0
2009.0,
2009.0,52.0
2009.0,
2009.0,58.0
2009.0,
2009.0,45.0
2009.0,
2009.0,47.0
2009.0,
2009.0,57.0
2009.0,
2009.0,55.0
2009.0,
2009.0,52.0
2009.0,
2009.0,42.0
2009.0,
2009.0,19.0
2009.0,
2009.0,23.0
2009.0,
2009.0,29.0
2009.0,
2009.0,52.0
2009.0,
2009.0,59.0
2009.0,
2009.0,56.0
2009.0,
2009.0,52.0
2009.0,
2009.0,35.0
2009.0,
2009.0,19.0
2009.0,
2009.0,39.0
2009.0,
2009.0,59.0
2009.0,
2009.0,57.0
2009.0,
2009.0,32.0
2009.0,
2009.0,61.0
2009.0,
2009.0,36.0
2009.0,
2009.0,26.0
2010.0,
2010.0,52.0
2010.0,
2010.0,52.0
2010.0,
2010.0,58.0
2010.0,
2010.0,53.0
2010.0,
2010.0,48.0
2010.0,
2010.0,53.0
2010.0,
2010.0,58.0
2010.0,
2010.0,78.0
2010.0,
2010.0,37.0
2010.0,
2010.0,52.0
2010.0,
2010.0,36.0
2010.0,
2010.0,28.0
2010.0,
2010.0,41.0
2010.0,
2010.0,38.0
2010.0,
2010.0,38.0
2010.0,
2010.0,40.0
2010.0,
2010.0,34.0
2010.0,
2010.0,49.0
2010.0,
2010.0,64.0
2010.0,
2010.0,68.0
2010.0,
2010.0,56.0
2010.0,
2010.0,53.0
2010.0,
2010.0,52.0
2010.0,
2010.0,46.0
2010.0,
2010.0,42.0
2010.0,
2010.0,53.0
2010.0,
2010.0,56.0
2010.0,
2010.0,62.0
2010.0,
2010.0,21.0
2010.0,
2010.0,23.0
2010.0,
2010.0,37.0
2010.0,
2010.0,42.0
2010.0,
2010.0,52.0
2010.0,
2010.0,51.0
2010.0,
2010.0,54.0
2010.0,
2010.0,43.0
2010.0,
2010.0,39.0
2010.0,
2010.0,52.0
2010.0,
2010.0,60.0
2010.0,
2010.0,41.0
2010.0,
2010.0,58.0
2010.0,
2010.0,72.0
2010.0,
2010.0,63.0
2010.0,
2010.0,72.0
2010.0,
2010.0,72.0
2010.0,
2010.0,
2010.0,67.0
2010.0,
2010.0,57.0
2010.0,
2010.0,59.0
2010.0,
2010.0,60.0
2010.0,
2010.0,63.0
2010.0,
2010.0,53.0
2010.0,
2010.0,
2010.0,23.0
2010.0,
2010.0,39.0
2010.0,
2010.0,56.0
2010.0,
2010.0,54.0
2010.0,
2010.0,53.0
2010.0,
2010.0,52.0
2010.0,
2010.0,37.0
2010.0,
2010.0,53.0
2010.0,
2010.0,54.0
2010.0,
2010.0,56.0
2010.0,
2010.0,52.0
2010.0,
2010.0,59.0
2010.0,
2010.0,26.0
2010.0,
2010.0,15.0
2010.0,
2010.0,54.0
2010.0,
2010.0,68.0
2010.0,
2010.0,80.0
2010.0,
2010.0,69.0
2010.0,
2010.0,60.0
2010.0,
2010.0,37.0
2010.0,
2010.0,56.0
2010.0,
2010.0,
2010.0,58.0
2010.0,
2010.0,56.0
2010.0,
2010.0,58.0
2010.0,
2010.0,52.0
2010.0,
2010.0,52.0
2010.0,
2010.0,54.0
2010.0,
2010.0,65.0
2010.0,
2010.0,66.0
2010.0,
2010.0,58.0
2010.0,
2010.0,38.0
2010.0,
2010.0,31.0
2010.0,
2010.0,48.0
2010.0,
2010.0,56.0
2010.0,
2010.0,56.0
2010.0,
2010.0,62.0
2010.0,
2010.0,66.0
2010.0,
2010.0,64.0
2010.0,
2010.0,63.0
2010.0,
2010.0,59.0
2010.0,
2010.0,49.0
2010.0,
2010.0,52.0
2010.0,
2010.0,33.0
2010.0,
2010.0,54.0
2010.0,
2010.0,46.0
2010.0,
2010.0,61.0
2010.0,
2010.0,52.0
2010.0,
2010.0,26.0
2010.0,
2010.0,40.0
2010.0,
2010.0,44.0
2010.0,
2010.0,29.0
2010.0,
2010.0,39.0
2010.0,
2010.0,41.0
2010.0,
2010.0,53.0
2010.0,
2010.0,58.0
2010.0,
2010.0,50.0
2010.0,
2010.0,44.0
2010.0,
2010.0,41.0
2010.0,
2010.0,56.0
2010.0,
2010.0,61.0
2010.0,
2010.0,54.0
2010.0,
2010.0,65.0
2010.0,
2010.0,60.0
2010.0,
2010.0,63.0
2010.0,
2010.0,47.0
2010.0,
2010.0,41.0
2010.0,
2010.0,54.0
2010.0,
2010.0,42.0
2010.0,
2010.0,53.0
2010.0,
2010.0,75.0
2010.0,
2010.0,
2010.0,67.0
2010.0,
2010.0,67.0
2010.0,
2010.0,59.0
2010.0,
2010.0,66.0
2010.0,
2010.0,56.0
2010.0,
2010.0,56.0
2010.0,
2010.0,53.0
2010.0,
2010.0,63.0
2010.0,
2010.0,67.0
2010.0,
2010.0,58.0
2010.0,
2010.0,62.0
2010.0,
2010.0,66.0
2010.0,
2010.0,64.0
2010.0,
2010.0,57.0
2010.0,
2010.0,60.0
2010.0,
2010.0,58.0
2010.0,
2010.0,66.0
2010.0,
2010.0,68.0
2010.0,
2010.0,
2010.0,
2010.0,52.0
2010.0,
2010.0,45.0
2010.0,
2010.0,26.0
2010.0,
2010.0,19.0
2010.0,
2010.0,21.0
2010.0,
2010.0,44.0
2010.0,
2010.0,53.0
2010.0,
2010.0,17.0
2010.0,
2010.0,54.0
2010.0,
2010.0,55.0
2010.0,
2010.0,52.0
2010.0,
2010.0,57.0
2010.0,
2010.0,55.0
2010.0,
2010.0,54.0
2010.0,
2010.0,63.0
2010.0,
2010.0,73.0
2010.0,
2010.0,69.0
2010.0,
2010.0,64.0
2010.0,
2010.0,69.0
2010.0,
2010.0,67.0
2010.0,
2010.0,63.0
2010.0,
2010.0,55.0
2010.0,
2010.0,45.0
2010.0,
2010.0,57.0
2010.0,
2010.0,54.0
2010.0,
2010.0,55.0
2010.0,
2010.0,58.0
2010.0,
2010.0,72.0
2010.0,
2010.0,69.0
2010.0,
2010.0,65.0
2010.0,
2010.0,52.0
2010.0,
2010.0,45.0
2010.0,
2010.0,33.0
2010.0,
2010.0,44.0
2010.0,
2010.0,37.0
2010.0,
2010.0,24.0
2010.0,
2010.0,41.0
2010.0,
2010.0,42.0
2010.0,
2010.0,46.0
2011.0,
2011.0,54.0
2011.0,
2011.0,45.0
2011.0,
2011.0,36.0
2011.0,
2011.0,26.0
2011.0,
2011.0,56.0
2011.0,
2011.0,62.0
2011.0,
2011.0,55.0
2011.0,
2011.0,92.0
2011.0,
2011.0,97.0
2011.0,
2011.0,89.0
2011.0,
2011.0,70.0
2011.0,
2011.0,37.0
2011.0,
2011.0,68.0
2011.0,
2011.0,63.0
2011.0,
2011.0,36.0
2011.0,
2011.0,36.0
2011.0,
2011.0,41.0
2011.0,
2011.0,58.0
2011.0,
2011.0,74.0
2011.0,
2011.0,59.0
2011.0,
2011.0,60.0
2011.0,
2011.0,87.0
2011.0,
2011.0,88.0
2011.0,
2011.0,73.0
2011.0,
2011.0,68.0
2011.0,
2011.0,34.0
2011.0,
2011.0,52.0
2011.0,
2011.0,50.0
2011.0,
2011.0,32.0
2011.0,
2011.0,20.0
2011.0,
2011.0,55.0
2011.0,
2011.0,69.0
2011.0,
2011.0,54.0
2011.0,
2011.0,73.0
2011.0,
2011.0,68.0
2011.0,
2011.0,83.0
2011.0,
2011.0,110.0
2011.0,
2011.0,107.0
2011.0,
2011.0,62.0
2011.0,
2011.0,48.0
2011.0,
2011.0,52.0
2011.0,
2011.0,39.0
2011.0,
2011.0,56.0
2011.0,
2011.0,118.0
2011.0,
2011.0,163.0
2011.0,
2011.0,81.0
2011.0,
2011.0,53.0
2011.0,
2011.0,124.0
2011.0,
2011.0,46.0
2011.0,
2011.0,70.0
2011.0,
2011.0,99.0
2011.0,
2011.0,
2011.0,
2011.0,59.0
2011.0,
2011.0,61.0
2011.0,
2011.0,18.0
2011.0,
2011.0,41.0
2011.0,
2011.0,52.0
2011.0,
2011.0,51.0
2011.0,
2011.0,57.0
2011.0,
2011.0,77.0
2011.0,
2011.0,64.0
2011.0,
2011.0,52.0
2011.0,
2011.0,56.0
2011.0,
2011.0,135.0
2011.0,
2011.0,76.0
2011.0,
2011.0,57.0
2011.0,
2011.0,24.0
2011.0,
2011.0,86.0
2011.0,
2011.0,161.0
2011.0,
2011.0,106.0
2011.0,
2011.0,69.0
2011.0,
2011.0,76.0
2011.0,
2011.0,77.0
2011.0,
2011.0,27.0
2011.0,
2011.0,22.0
2011.0,
2011.0,28.0
2011.0,
2011.0,33.0
2011.0,
2011.0,62.0
2011.0,
2011.0,85.0
2011.0,
2011.0,78.0
2011.0,
2011.0,63.0
2011.0,
2011.0,52.0
2011.0,
2011.0,53.0
2011.0,
2011.0,52.0
2011.0,
2011.0,55.0
2011.0,
2011.0,36.0
2011.0,
2011.0,46.0
2011.0,
2011.0,61.0
2011.0,
2011.0,61.0
2011.0,
2011.0,63.0
2011.0,
2011.0,70.0
2011.0,
2011.0,70.0
2011.0,
2011.0,68.0
2011.0,
2011.0,71.0
2011.0,
2011.0,74.0
2011.0,
2011.0,59.0
2011.0,
2011.0,69.0
2011.0,
2011.0,66.0
2011.0,
2011.0,54.0
2011.0,
2011.0,59.0
2011.0,
2011.0,74.0
2011.0,
2011.0,
2011.0,
2011.0,67.0
2011.0,
2011.0,60.0
2011.0,
2011.0,59.0
2011.0,
2011.0,58.0
2011.0,
2011.0,53.0
2011.0,
2011.0,56.0
2011.0,
2011.0,64.0
2011.0,
2011.0,66.0
2011.0,
2011.0,59.0
2011.0,
2011.0,63.0
2011.0,
2011.0,42.0
2011.0,
2011.0,61.0
2011.0,
2011.0,84.0
2011.0,
2011.0,110.0
2011.0,
2011.0,69.0
2011.0,
2011.0,68.0
2011.0,
2011.0,77.0
2011.0,
2011.0,
2011.0,55.0
2011.0,
2011.0,48.0
2011.0,
2011.0,26.0
2011.0,
2011.0,23.0
2011.0,
2011.0,27.0
2011.0,
2011.0,54.0
2011.0,
2011.0,56.0
2011.0,
2011.0,61.0
2011.0,
2011.0,74.0
2011.0,
2011.0,55.0
2011.0,
2011.0,71.0
2011.0,
2011.0,64.0
2011.0,
2011.0,75.0
2011.0,
2011.0,58.0
2011.0,
2011.0,50.0
2011.0,
2011.0,42.0
2011.0,
2011.0,40.0
2011.0,
2011.0,50.0
2011.0,
2011.0,19.0
2011.0,
2011.0,45.0
2011.0,
2011.0,19.0
2011.0,
2011.0,33.0
2011.0,
2011.0,42.0
2011.0,
2011.0,32.0
2011.0,
2011.0,32.0
2011.0,
2011.0,55.0
2011.0,
2011.0,57.0
2011.0,
2011.0,53.0
2011.0,
2011.0,19.0
2011.0,
2011.0,27.0
2011.0,
2011.0,45.0
2011.0,
2011.0,60.0
2011.0,
2011.0,60.0
2011.0,
2011.0,57.0
2011.0,
2011.0,54.0
2011.0,
2011.0,19.0
2011.0,
2011.0,31.0
2011.0,
2011.0,19.0
2011.0,
2011.0,34.0
2011.0,
2011.0,44.0
2011.0,
2011.0,21.0
2011.0,
2011.0,32.0
2011.0,
2011.0,52.0
2011.0,
2011.0,49.0
2011.0,
2011.0,60.0
2011.0,
2011.0,47.0
2011.0,
2011.0,17.0
2011.0,
2011.0,34.0
2011.0,
2011.0,40.0
2011.0,
2011.0,56.0
2011.0,
2011.0,57.0
2011.0,
2011.0,61.0
2011.0,
2011.0,63.0
2011.0,
2011.0,63.0
2011.0,
2011.0,61.0
2011.0,
2011.0,65.0
2011.0,
2011.0,17.0
2011.0,
2011.0,34.0
2011.0,
2011.0,40.0
2012.0,
2012.0,27.0
2012.0,
2012.0,23.0
2012.0,
2012.0,34.0
2012.0,
2012.0,37.0
2012.0,
2012.0,37.0
2012.0,
2012.0,54.0
2012.0,
2012.0,
2012.0,30.0
2012.0,
2012.0,45.0
2012.0,
2012.0,51.0
2012.0,
2012.0,56.0
2012.0,
2012.0,44.0
2012.0,
2012.0,43.0
2012.0,
2012.0,36.0
2012.0,
2012.0,51.0
2012.0,
2012.0,57.0
2012.0,
2012.0,55.0
2012.0,
2012.0,52.0
2012.0,
2012.0,52.0
2012.0,
2012.0,44.0
2012.0,
2012.0,46.0
2012.0,
2012.0,60.0
2012.0,
2012.0,66.0
2012.0,
2012.0,51.0
2012.0,
2012.0,51.0
2012.0,
2012.0,64.0
2012.0,
2012.0,35.0
2012.0,
2012.0,43.0
2012.0,
2012.0,34.0
2012.0,
2012.0,37.0
2012.0,
2012.0,54.0
2012.0,
2012.0,43.0
2012.0,
2012.0,29.0
2012.0,
2012.0,55.0
2012.0,
2012.0,56.0
2012.0,
2012.0,53.0
2012.0,
2012.0,27.0
2012.0,
2012.0,38.0
2012.0,
2012.0,48.0
2012.0,
2012.0,41.0
2012.0,
2012.0,21.0
2012.0,
2012.0,26.0
2012.0,
2012.0,39.0
2012.0,
2012.0,52.0
2012.0,
2012.0,57.0
2012.0,
2012.0,45.0
2012.0,
2012.0,49.0
2012.0,
2012.0,54.0
2012.0,
2012.0,59.0
2012.0,
2012.0,34.0
2012.0,
2012.0,32.0
2012.0,
2012.0,31.0
2012.0,
2012.0,49.0
2012.0,
2012.0,26.0
2012.0,
2012.0,26.0
2012.0,
2012.0,28.0
2012.0,
2012.0,31.0
2012.0,
2012.0,56.0
2012.0,
2012.0,66.0
2012.0,
2012.0,85.0
2012.0,
2012.0,79.0
2012.0,
2012.0,72.0
2012.0,
2012.0,60.0
2012.0,
2012.0,67.0
2012.0,
2012.0,64.0
2012.0,
2012.0,61.0
2012.0,
2012.0,60.0
2012.0,
2012.0,63.0
2012.0,
2012.0,58.0
2012.0,
2012.0,61.0
2012.0,
2012.0,56.0
2012.0,
2012.0,54.0
2012.0,
2012.0,52.0
2012.0,
2012.0,49.0
2012.0,
2012.0,41.0
2012.0,
2012.0,28.0
2012.0,
2012.0,32.0
2012.0,
2012.0,37.0
2012.0,
2012.0,43.0
2012.0,
2012.0,29.0
2012.0,
2012.0,22.0
2012.0,
2012.0,53.0
2012.0,
2012.0,37.0
2012.0,
2012.0,46.0
2012.0,
2012.0,48.0
2012.0,
2012.0,60.0
2012.0,
2012.0,67.0
2012.0,
2012.0,64.0
2012.0,
2012.0,46.0
2012.0,
2012.0,54.0
2012.0,
2012.0,64.0
2012.0,
2012.0,58.0
2012.0,
2012.0,63.0
2012.0,
2012.0,58.0
2012.0,
2012.0,63.0
2012.0,
2012.0,52.0
2012.0,
2012.0,43.0
2012.0,
2012.0,26.0
2012.0,
2012.0,27.0
2012.0,
2012.0,31.0
2012.0,
2012.0,49.0
2012.0,
2012.0,46.0
2012.0,
2012.0,49.0
2012.0,
2012.0,53.0
2012.0,
2012.0,60.0
2012.0,
2012.0,62.0
2012.0,
2012.0,48.0
2012.0,
2012.0,53.0
2012.0,
2012.0,56.0
2012.0,
2012.0,52.0
2012.0,
2012.0,53.0
2012.0,
2012.0,38.0
2012.0,
2012.0,26.0
2012.0,
2012.0,34.0
2012.0,
2012.0,54.0
2012.0,
2012.0,48.0
2012.0,
2012.0,54.0
2012.0,
2012.0,54.0
2012.0,
2012.0,33.0
2012.0,
2012.0,29.0
2012.0,
2012.0,32.0
2012.0,
2012.0,29.0
2012.0,
2012.0,38.0
2012.0,
2012.0,37.0
2012.0,
2012.0,48.0
2012.0,
2012.0,44.0
2012.0,
2012.0,42.0
2012.0,
2012.0,55.0
2012.0,
2012.0,54.0
2012.0,
2012.0,51.0
2012.0,
2012.0,27.0
2012.0,
2012.0,36.0
2012.0,
2012.0,53.0
2012.0,
2012.0,52.0
2012.0,
2012.0,54.0
2012.0,
2012.0,47.0
2012.0,
2012.0,32.0
2012.0,
2012.0,34.0
2012.0,
2012.0,32.0
2012.0,
2012.0,21.0
2012.0,
2012.0,14.0
2012.0,
2012.0,39.0
2012.0,
2012.0,52.0
2012.0,
2012.0,42.0
2012.0,
2012.0,59.0
2012.0,
2012.0,53.0
2012.0,
2012.0,60.0
2012.0,
2012.0,55.0
2012.0,
2012.0,52.0
2012.0,
2012.0,56.0
2012.0,
2012.0,59.0
2012.0,
2012.0,57.0
2012.0,
2012.0,53.0
2012.0,
2012.0,30.0
2012.0,
2012.0,26.0
2012.0,
2012.0,38.0
2012.0,
2012.0,59.0
2012.0,
2012.0,58.0
2012.0,
2012.0,64.0
2012.0,
2012.0,33.0
2012.0,
2012.0,24.0
2012.0,
2012.0,32.0
2012.0,
2012.0,59.0
2012.0,
2012.0,58.0
2012.0,
2012.0,64.0
2012.0,
2012.0,53.0
2012.0,
2012.0,32.0
2012.0,
2012.0,42.0
2012.0,
2012.0,47.0
2012.0,
2012.0,59.0
2012.0,
2012.0,56.0
2012.0,
2012.0,37.0
2012.0,
2012.0,52.0
2012.0,
2012.0,53.0
2012.0,
2012.0,51.0
2012.0,
2012.0,54.0
2012.0,
2012.0,41.0
2012.0,
2012.0,37.0
2012.0,
2012.0,53.0
2012.0,
2012.0,39.0
2012.0,
2012.0,26.0
2012.0,
2012.0,13.0
2012.0,
2012.0,30.0
2012.0,
2012.0,47.0
2013.0,
2013.0,46.0
2013.0,
2013.0,34.0
2013.0,
2013.0,36.0
2013.0,
2013.0,26.0
2013.0,
2013.0,22.0
2013.0,
2013.0,29.0
2013.0,
2013.0,35.0
2013.0,
2013.0,41.0
2013.0,
2013.0,57.0
2013.0,
2013.0,58.0
2013.0,
2013.0,44.0
2013.0,
2013.0,36.0
2013.0,
2013.0,39.0
2013.0,
2013.0,
2013.0,62.0
2013.0,
2013.0,67.0
2013.0,
2013.0,
2013.0,
2013.0,50.0
2013.0,
2013.0,37.0
2013.0,
2013.0,30.0
2013.0,
2013.0,33.0
2013.0,
2013.0,33.0
2013.0,
2013.0,43.0
2013.0,
2013.0,42.0
2013.0,
2013.0,27.0
2013.0,
2013.0,35.0
2013.0,
2013.0,34.0
2013.0,
2013.0,22.0
2013.0,
2013.0,19.0
2013.0,
2013.0,19.0
2013.0,
2013.0,39.0
2013.0,
2013.0,54.0
2013.0,
2013.0,46.0
2013.0,
2013.0,30.0
2013.0,
2013.0,32.0
2013.0,
2013.0,51.0
2013.0,
2013.0,34.0
2013.0,
2013.0,37.0
2013.0,
2013.0,54.0
2013.0,
2013.0,73.0
2013.0,
2013.0,
2013.0,
2013.0,51.0
2013.0,
2013.0,27.0
2013.0,
2013.0,
2013.0,53.0
2013.0,
2013.0,46.0
2013.0,
2013.0,36.0
2013.0,
2013.0,48.0
2013.0,
2013.0,38.0
2013.0,
2013.0,52.0
2013.0,
2013.0,49.0
2013.0,
2013.0,32.0
2013.0,
2013.0,38.0
2013.0,
2013.0,49.0
2013.0,
2013.0,53.0
2013.0,
2013.0,46.0
2013.0,
2013.0,35.0
2013.0,
2013.0,27.0
2013.0,
2013.0,36.0
2013.0,
2013.0,37.0
2013.0,
2013.0,21.0
2013.0,
2013.0,17.0
2013.0,
2013.0,21.0
2013.0,
2013.0,21.0
2013.0,
2013.0,31.0
2013.0,
2013.0,30.0
2013.0,
2013.0,24.0
2013.0,
2013.0,36.0
2013.0,
2013.0,43.0
2013.0,
2013.0,47.0
2013.0,
2013.0,23.0
2013.0,
2013.0,35.0
2013.0,
2013.0,27.0
2013.0,
2013.0,53.0
2013.0,
2013.0,48.0
2013.0,
2013.0,46.0
2013.0,
2013.0,23.0
2013.0,
2013.0,31.0
2013.0,
2013.0,30.0
2013.0,
2013.0,48.0
2013.0,
2013.0,55.0
2013.0,
2013.0,58.0
2013.0,
2013.0,63.0
2013.0,
2013.0,42.0
2013.0,
2013.0,67.0
2013.0,
2013.0,59.0
2013.0,
2013.0,63.0
2013.0,
2013.0,55.0
2013.0,
2013.0,39.0
2013.0,
2013.0,42.0
2013.0,
2013.0,49.0
2013.0,
2013.0,67.0
2013.0,
2013.0,51.0
2013.0,
2013.0,35.0
2013.0,
2013.0,29.0
2013.0,
2013.0,54.0
2013.0,
2013.0,25.0
2013.0,
2013.0,33.0
2013.0,
2013.0,51.0
2013.0,
2013.0,56.0
2013.0,
2013.0,53.0
2013.0,
2013.0,45.0
2013.0,
2013.0,38.0
2013.0,
2013.0,55.0
2013.0,
2013.0,52.0
2013.0,
2013.0,28.0
2013.0,
2013.0,27.0
2013.0,
2013.0,35.0
2013.0,
2013.0,52.0
2013.0,
2013.0,40.0
2013.0,
2013.0,42.0
2013.0,
2013.0,57.0
2013.0,
2013.0,53.0
2013.0,
2013.0,48.0
2013.0,
2013.0,52.0
2013.0,
2013.0,53.0
2013.0,
2013.0,72.0
2013.0,
2013.0,66.0
2013.0,
2013.0,50.0
2013.0,
2013.0,62.0
2013.0,
2013.0,57.0
2013.0,
2013.0,61.0
2013.0,
2013.0,66.0
2013.0,
2013.0,64.0
2013.0,
2013.0,61.0
2013.0,
2013.0,65.0
2013.0,
2013.0,74.0
2013.0,
2013.0,
2013.0,60.0
2013.0,
2013.0,58.0
2013.0,
2013.0,53.0
2013.0,
2013.0,59.0
2013.0,
2013.0,63.0
2013.0,
2013.0,47.0
2013.0,
2013.0,57.0
2013.0,
2013.0,54.0
2013.0,
2013.0,38.0
2013.0,
2013.0,48.0
2013.0,
2013.0,56.0
2013.0,
2013.0,62.0
2013.0,
2013.0,
2013.0,47.0
2013.0,
2013.0,54.0
2013.0,
2013.0,54.0
2013.0,
2013.0,53.0
2013.0,
2013.0,37.0
2013.0,
2013.0,29.0
2013.0,
2013.0,45.0
2013.0,
2013.0,57.0
2013.0,
2013.0,60.0
2013.0,
2013.0,59.0
2013.0,
2013.0,43.0
2013.0,
2013.0,44.0
2013.0,
2013.0,22.0
2013.0,
2013.0,24.0
2013.0,
2013.0,43.0
2013.0,
2013.0,41.0
2013.0,
2013.0,49.0
2013.0,
2013.0,59.0
2013.0,
2013.0,64.0
2013.0,
2013.0,53.0
2013.0,
2013.0,34.0
2013.0,
2013.0,57.0
2013.0,
2013.0,44.0
2013.0,
2013.0,49.0
2013.0,
2013.0,55.0
2013.0,
2013.0,57.0
2013.0,
2013.0,
2013.0,
2013.0,42.0
2013.0,
2013.0,40.0
2013.0,
2013.0,50.0
2013.0,
2013.0,47.0
2013.0,
2013.0,59.0
2013.0,
2013.0,66.0
2013.0,
2013.0,64.0
2013.0,
2013.0,71.0
2013.0,
2013.0,55.0
2014.0,
2014.0,37.0
2014.0,
2014.0,44.0
2014.0,
2014.0,44.0
2014.0,
2014.0,46.0
2014.0,
2014.0,53.0
2014.0,
2014.0,59.0
2014.0,
2014.0,58.0
2014.0,
2014.0,43.0
2014.0,
2014.0,53.0
2014.0,
2014.0,48.0
2014.0,
2014.0,49.0
2014.0,
2014.0,41.0
2014.0,
2014.0,42.0
2014.0,
2014.0,46.0
2014.0,
2014.0,24.0
2014.0,
2014.0,27.0
2014.0,
2014.0,47.0
2014.0,
2014.0,52.0
2014.0,
2014.0,48.0
2014.0,
2014.0,50.0
2014.0,
2014.0,59.0
2014.0,
2014.0,64.0
2014.0,
2014.0,69.0
2014.0,
2014.0,62.0
2014.0,
2014.0,54.0
2014.0,
2014.0,48.0
2014.0,
2014.0,
2014.0,
2014.0,46.0
2014.0,
2014.0,26.0
2014.0,
2014.0,34.0
2014.0,
2014.0,39.0
2014.0,
2014.0,43.0
2014.0,
2014.0,55.0
2014.0,
2014.0,51.0
2014.0,
2014.0,37.0
2014.0,
2014.0,52.0
2014.0,
2014.0,54.0
2014.0,
2014.0,47.0
2014.0,
2014.0,41.0
2014.0,
2014.0,40.0
2014.0,
2014.0,54.0
2014.0,
2014.0,55.0
2014.0,
2014.0,54.0
2014.0,
2014.0,52.0
2014.0,
2014.0,52.0
2014.0,
2014.0,46.0
2014.0,
2014.0,41.0
2014.0,
2014.0,54.0
2014.0,
2014.0,58.0
2014.0,
2014.0,56.0
2014.0,
2014.0,59.0
2014.0,
2014.0,37.0
2014.0,
2014.0,55.0
2014.0,
2014.0,59.0
2014.0,
2014.0,52.0
2014.0,
2014.0,51.0
2014.0,
2014.0,37.0
2014.0,
2014.0,29.0
2014.0,
2014.0,50.0
2014.0,
2014.0,44.0
2014.0,
2014.0,55.0
2014.0,
2014.0,59.0
2014.0,
2014.0,66.0
2014.0,
2014.0,30.0
2014.0,
2014.0,46.0
2014.0,
2014.0,62.0
2014.0,
2014.0,62.0
2014.0,
2014.0,46.0
2014.0,
2014.0,52.0
2014.0,
2014.0,30.0
2014.0,
2014.0,33.0
2014.0,
2014.0,38.0
2014.0,
2014.0,40.0
2014.0,
2014.0,50.0
2014.0,
2014.0,58.0
2014.0,
2014.0,55.0
2014.0,
2014.0,48.0
2014.0,
2014.0,46.0
2014.0,
2014.0,40.0
2014.0,
2014.0,52.0
2014.0,
2014.0,38.0
2014.0,
2014.0,54.0
2014.0,
2014.0,53.0
2014.0,
2014.0,58.0
2014.0,
2014.0,64.0
2014.0,
2014.0,66.0
2014.0,
2014.0,58.0
2014.0,
2014.0,61.0
2014.0,
2014.0,59.0
2014.0,
2014.0,57.0
2014.0,
2014.0,53.0
2014.0,
2014.0,18.0
2014.0,
2014.0,34.0
2014.0,
2014.0,52.0
2014.0,
2014.0,66.0
2014.0,
2014.0,76.0
2014.0,
2014.0,80.0
2014.0,
2014.0,57.0
2014.0,
2014.0,38.0
2014.0,
2014.0,54.0
2014.0,
2014.0,55.0
2014.0,
2014.0,48.0
2014.0,
2014.0,52.0
2014.0,
2014.0,55.0
2014.0,
2014.0,63.0
2014.0,
2014.0,66.0
2014.0,
2014.0,34.0
2014.0,
2014.0,53.0
2014.0,
2014.0,57.0
2014.0,
2014.0,59.0
2014.0,
2014.0,64.0
2014.0,
2014.0,62.0
2014.0,
2014.0,53.0
2014.0,
2014.0,40.0
2014.0,
2014.0,44.0
2014.0,
2014.0,52.0
2014.0,
2014.0,50.0
2014.0,
2014.0,53.0
2014.0,
2014.0,32.0
2014.0,
2014.0,40.0
2014.0,
2014.0,52.0
2014.0,
2014.0,57.0
2014.0,
2014.0,52.0
2014.0,
2014.0,29.0
2014.0,
2014.0,26.0
2014.0,
2014.0,28.0
2014.0,
2014.0,36.0
2014.0,
2014.0,38.0
2014.0,
2014.0,55.0
2014.0,
2014.0,38.0
2014.0,
2014.0,41.0
2014.0,
2014.0,42.0
2014.0,
2014.0,36.0
2014.0,
2014.0,45.0
2014.0,
2014.0,55.0
2014.0,
2014.0,47.0
2014.0,
2014.0,54.0
2014.0,
2014.0,48.0
2014.0,
2014.0,41.0
2014.0,
2014.0,43.0
2014.0,
2014.0,47.0
2014.0,
2014.0,46.0
2014.0,
2014.0,41.0
2014.0,
